Device,video_name,frame_number,std,sector_std,correct,true_l,predicted_l
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_outdoor_panrot_0002_,11_,58.33374985789918,37.80876901179167,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_outdoorWA_panrot_0002_,9_,27.656756705264304,27.284105056104828,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_outdoorYT_panrot_0002_,5_,28.41810956246416,23.20849889297263,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_outdoor_still_0002_,9_,51.20719968757792,32.25064298354732,0,0,8
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_outdoor_panrot_0002_,5_,53.42396970004391,33.61853922612207,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoorYT_panrot_0001_,3_,4.755034294160742,4.5234264482719295,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoorYT_move_0001_,7_,13.825780770985716,11.915733849699993,0,0,4
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_flat_panrot_0001_,12_,38.665249974767725,39.43461609895914,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_outdoor_panrot_0002_,8_,34.710012165478695,16.64249395263566,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_outdoor_panrot_0002_,10_,51.771655877448985,38.879935855511135,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_outdoorYT_still_0002_,6_,19.04099761029548,15.640799706993153,0,0,4
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_flatYT_panrot_0001_,4_,26.71645425887348,31.819171619700295,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_flat_panrot_0001_,8_,27.39275364360007,22.03690897751965,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoorYT_move_0001_,14_,10.474591469214449,10.463859243148136,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_outdoor_still_0002_,8_,18.132484233086178,15.758246039119022,0,0,1
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_outdoor_panrot_0002_,9_,12.330788075720264,12.480192639807711,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_flatYT_panrot_0001_,2_,40.62472123806427,41.365151626700516,1,0,0
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_outdoor_still_0002_,6_,49.25577025084416,56.07656929525115,0,0,8
D01_Samsung_GalaxyS3,D01_Samsung_GalaxyS3_V_indoor_move_0001_,4_,20.71883358720961,19.808822827937117,0,0,4
