Video Name,Total Frames,True Label,Mostly predicted label
01AppleiPhone4sVflatWAstill0001P-number,30,0,0
01AppleiPhone4sVflatYTstill0001P-number,280,0,0
01AppleiPhone4sVflatstill0001P-number,280,0,0
01AppleiPhone4sVindoorWAmove0001P-number,30,0,0
01AppleiPhone4sVindoorYTmove0001P-number,280,0,9
01AppleiPhone4sVindoormove0001P-number,280,0,9
01AppleiPhone4sVoutdoorWAstill0001P-number,30,0,2
01AppleiPhone4sVoutdoorYTstill0001P-number,280,0,7
01AppleiPhone4sVoutdoorstill0001P-number,280,0,7
02HuaweiP9VflatWAmove0002P-number,30,1,1
02HuaweiP9VflatWAstill0001P-number,30,1,1
02HuaweiP9VflatYTmove0002P-number,280,1,1
02HuaweiP9VflatYTstill0001P-number,280,1,1
02HuaweiP9Vflatmove0002P-number,279,1,1
02HuaweiP9Vflatstill0001P-number,280,1,1
02HuaweiP9VindoorWAmove0001P-number,30,1,11
02HuaweiP9VindoorWAmove0002P-number,30,1,8
02HuaweiP9VindoorYTmove0001P-number,280,1,5
02HuaweiP9VindoorYTmove0002P-number,280,1,11
02HuaweiP9Vindoormove0001P-number,279,1,5
02HuaweiP9Vindoormove0002P-number,280,1,1
02HuaweiP9VoutdoorWApanrot0001P-number,30,1,1
02HuaweiP9VoutdoorWAstill0002P-number,30,1,1
02HuaweiP9VoutdoorYTpanrot0001P-number,280,1,1
02HuaweiP9VoutdoorYTstill0002P-number,280,1,1
02HuaweiP9Voutdoorpanrot0001P-number,280,1,1
02HuaweiP9Voutdoorstill0002P-number,280,1,1
03AppleiPhone6VflatWApanrot0001P-number,30,2,2
03AppleiPhone6VflatYTpanrot0001P-number,280,2,2
03AppleiPhone6Vflatpanrot0001P-number,280,2,2
03AppleiPhone6VindoorWAmove0002P-number,30,2,2
03AppleiPhone6VindoorWAstill0002P-number,30,2,2
03AppleiPhone6VindoorYTmove0002P-number,280,2,6
03AppleiPhone6VindoorYTstill0002P-number,280,2,2
03AppleiPhone6Vindoormove0002P-number,280,2,2
03AppleiPhone6Vindoorstill0002P-number,280,2,2
03AppleiPhone6VoutdoorWApanrot0001P-number,30,2,2
03AppleiPhone6VoutdoorWAstill0001P-number,30,2,2
03AppleiPhone6VoutdoorYTpanrot0001P-number,280,2,2
03AppleiPhone6VoutdoorYTstill0001P-number,280,2,2
03AppleiPhone6Voutdoorpanrot0001P-number,280,2,2
03AppleiPhone6Voutdoorstill0001P-number,280,2,2
04SamsungGalaxyS3VflatWApanrot0001P-number,30,3,3
04SamsungGalaxyS3VflatWAstill0002P-number,30,3,3
04SamsungGalaxyS3VflatYTpanrot0001P-number,279,3,3
04SamsungGalaxyS3VflatYTstill0002P-number,280,3,3
04SamsungGalaxyS3Vflatpanrot0001P-number,279,3,3
04SamsungGalaxyS3Vflatstill0002P-number,280,3,3
04SamsungGalaxyS3VindoorWAmove0002P-number,30,3,3
04SamsungGalaxyS3VindoorWAstill0001P-number,30,3,11
04SamsungGalaxyS3VindoorYTmove0002P-number,280,3,3
04SamsungGalaxyS3VindoorYTstill0001P-number,280,3,7
04SamsungGalaxyS3Vindoormove0002P-number,280,3,3
04SamsungGalaxyS3Vindoorstill0001P-number,280,3,7
04SamsungGalaxyS3VoutdoorWAmove0001P-number,30,3,3
04SamsungGalaxyS3VoutdoorWApanrot0002P-number,30,3,3
04SamsungGalaxyS3VoutdoorYTmove0001P-number,280,3,13
04SamsungGalaxyS3VoutdoorYTpanrot0002P-number,280,3,3
04SamsungGalaxyS3Voutdoormove0001P-number,280,3,13
04SamsungGalaxyS3Voutdoorpanrot0002P-number,280,3,3
05AppleiPhone5cVflatWApanrot0001P-number,30,4,4
05AppleiPhone5cVflatWAstill0001P-number,30,4,4
05AppleiPhone5cVflatYTpanrot0001P-number,280,4,4
05AppleiPhone5cVflatYTstill0001P-number,280,4,4
05AppleiPhone5cVflatpanrot0001P-number,280,4,4
05AppleiPhone5cVflatstill0001P-number,280,4,4
05AppleiPhone5cVindoorWAstill0001P-number,30,4,9
05AppleiPhone5cVindoorWAstill0002P-number,30,4,4
05AppleiPhone5cVindoorYTstill0001P-number,280,4,4
05AppleiPhone5cVindoorYTstill0002P-number,280,4,9
05AppleiPhone5cVindoorstill0001P-number,280,4,4
05AppleiPhone5cVindoorstill0002P-number,279,4,9
05AppleiPhone5cVoutdoorWAmove0001P-number,30,4,4
05AppleiPhone5cVoutdoorWAstill0002P-number,30,4,4
05AppleiPhone5cVoutdoorYTmove0001P-number,280,4,4
