Video Name,Total Frames,True Label,Mostly predicted label
04AppleiPhone5cVflatWAmove0002P-number,45,0,0
04AppleiPhone5cVflatWAstill0001P-number,45,0,0
04AppleiPhone5cVflatYTmove0002P-number,225,0,0
04AppleiPhone5cVflatYTstill0001P-number,223,0,0
04AppleiPhone5cVflatmove0002P-number,225,0,0
04AppleiPhone5cVflatstill0001P-number,224,0,0
04AppleiPhone5cVindoorWAmove0001P-number,41,0,2
04AppleiPhone5cVindoorWAmove0002P-number,41,0,0
04AppleiPhone5cVindoorYTmove0001P-number,225,0,0
04AppleiPhone5cVindoorYTmove0002P-number,224,0,0
04AppleiPhone5cVindoormove0001P-number,225,0,0
04AppleiPhone5cVindoormove0002P-number,224,0,0
04AppleiPhone5cVoutdoorWApanrot0002P-number,32,0,1
04AppleiPhone5cVoutdoorpanrot0002P-number,225,0,0
08AppleiPhone5cVflatWAmove0001P-number,44,1,1
08AppleiPhone5cVflatWAmove0003P-number,44,1,1
08AppleiPhone5cVflatYTmove0001P-number,224,1,1
08AppleiPhone5cVflatYTmove0003P-number,225,1,1
08AppleiPhone5cVflatmove0001P-number,224,1,1
08AppleiPhone5cVflatmove0003P-number,224,1,1
08AppleiPhone5cVindoorWAmove0002P-number,45,1,1
08AppleiPhone5cVindoorWApanrot0002P-number,40,1,1
08AppleiPhone5cVindoorYTmove0002P-number,210,1,1
08AppleiPhone5cVindoorYTpanrot0002P-number,210,1,1
08AppleiPhone5cVindoormove0002P-number,225,1,1
08AppleiPhone5cVindoorpanrot0002P-number,225,1,1
08AppleiPhone5cVoutdoorWApanrot0001P-number,43,1,1
08AppleiPhone5cVoutdoorWApanrot0002P-number,41,1,1
08AppleiPhone5cVoutdoorYTpanrot0001P-number,209,1,1
08AppleiPhone5cVoutdoorYTpanrot0002P-number,209,1,1
08AppleiPhone5cVoutdoorpanrot0001P-number,224,1,0
08AppleiPhone5cVoutdoorpanrot0002P-number,225,1,1
11AppleiPhone5cVflatWAstill0001P-number,35,2,2
11AppleiPhone5cVflatWAstill0002P-number,45,2,2
11AppleiPhone5cVflatYTstill0001P-number,225,2,2
11AppleiPhone5cVflatYTstill0002P-number,224,2,2
11AppleiPhone5cVflatstill0001P-number,224,2,2
11AppleiPhone5cVflatstill0002P-number,224,2,2
11AppleiPhone5cVindoorWAstill0002P-number,42,2,1
11AppleiPhone5cVindoorYTstill0002P-number,225,2,2
11AppleiPhone5cVindoorstill0002P-number,225,2,2
11AppleiPhone5cVoutdoorWApanrot0001P-number,38,2,2
11AppleiPhone5cVoutdoorYTpanrot0001P-number,225,2,2
