Video Name,Total Frames,True Label,Mostly predicted label
04AppleiPhone5cVflatWAmove0002P-number,45,0,0
04AppleiPhone5cVflatWAstill0001P-number,45,0,0
04AppleiPhone5cVflatYTmove0002P-number,420,0,0
04AppleiPhone5cVflatYTstill0001P-number,419,0,0
04AppleiPhone5cVflatmove0002P-number,420,0,0
04AppleiPhone5cVflatstill0001P-number,419,0,0
04AppleiPhone5cVindoorWAmove0001P-number,45,0,2
04AppleiPhone5cVindoorWAmove0002P-number,45,0,0
04AppleiPhone5cVindoorYTmove0001P-number,420,0,0
04AppleiPhone5cVindoorYTmove0002P-number,420,0,0
04AppleiPhone5cVindoormove0001P-number,419,0,0
04AppleiPhone5cVindoormove0002P-number,420,0,0
04AppleiPhone5cVoutdoorWApanrot0002P-number,45,0,1
04AppleiPhone5cVoutdoorpanrot0002P-number,420,0,0
08AppleiPhone5cVflatWAmove0001P-number,45,1,1
08AppleiPhone5cVflatWAmove0003P-number,45,1,1
08AppleiPhone5cVflatYTmove0001P-number,420,1,1
08AppleiPhone5cVflatYTmove0003P-number,420,1,1
08AppleiPhone5cVflatmove0001P-number,420,1,1
08AppleiPhone5cVflatmove0003P-number,420,1,1
08AppleiPhone5cVindoorWAmove0002P-number,45,1,1
08AppleiPhone5cVindoorWApanrot0002P-number,45,1,1
08AppleiPhone5cVindoorYTmove0002P-number,392,1,1
08AppleiPhone5cVindoorYTpanrot0002P-number,392,1,1
08AppleiPhone5cVindoormove0002P-number,420,1,1
08AppleiPhone5cVindoorpanrot0002P-number,420,1,1
08AppleiPhone5cVoutdoorWApanrot0001P-number,45,1,1
08AppleiPhone5cVoutdoorWApanrot0002P-number,45,1,1
08AppleiPhone5cVoutdoorYTpanrot0001P-number,392,1,1
08AppleiPhone5cVoutdoorYTpanrot0002P-number,392,1,1
08AppleiPhone5cVoutdoorpanrot0001P-number,420,1,0
08AppleiPhone5cVoutdoorpanrot0002P-number,420,1,1
11AppleiPhone5cVflatWAstill0001P-number,44,2,2
11AppleiPhone5cVflatWAstill0002P-number,45,2,2
11AppleiPhone5cVflatYTstill0001P-number,419,2,2
11AppleiPhone5cVflatYTstill0002P-number,419,2,2
11AppleiPhone5cVflatstill0001P-number,420,2,2
11AppleiPhone5cVflatstill0002P-number,420,2,2
11AppleiPhone5cVindoorWAstill0002P-number,45,2,1
11AppleiPhone5cVindoorYTstill0002P-number,420,2,2
11AppleiPhone5cVindoorstill0002P-number,420,2,2
11AppleiPhone5cVoutdoorWApanrot0001P-number,45,2,2
11AppleiPhone5cVoutdoorYTpanrot0001P-number,420,2,2
